homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
2733,2020_GMZ14-W1_bin.256.purify_k141_1729241_8,known_defense,2020_GMZ14-W1_bin.256.purify_k141_1729241,2020_GMZ14-W1_bin.256.purify_k141_1729241_3441-6588
2733,2020_YBJSD-W-3_bin.168.purify_k141_985109_4,known_defense,2020_YBJSD-W-3_bin.168.purify_k141_985109,2020_YBJSD-W-3_bin.168.purify_k141_985109_2196-5337
2734,2020_KMC-20W-1-20m-1_bin.193.purify_k141_1221203_4,candidate,2020_KMC-20W-1-20m-1_bin.193.purify_k141_1221203,2020_KMC-20W-1-20m-1_bin.193.purify_k141_1221203_2681-5159
2735,2020_QHH19-W1_bin.14.purify_k141_543763_12,known_defense,2020_QHH19-W1_bin.14.purify_k141_543763,2020_QHH19-W1_bin.14.purify_k141_543763_14766-18093
2735,2020_QHH4-W1_bin.133.purify_k141_1381914_8,known_defense,2020_QHH4-W1_bin.133.purify_k141_1381914,2020_QHH4-W1_bin.133.purify_k141_1381914_6559-11773
2736,2020_ZJZBSD-05-1_bin.17.purify_k141_746979_2,candidate,2020_ZJZBSD-05-1_bin.17.purify_k141_746979,2020_ZJZBSD-05-1_bin.17.purify_k141_746979_3-3750
2737,2019_TBMTW-18_bin.13.purify_k141_375128_2,known_defense,2019_TBMTW-18_bin.13.purify_k141_375128,2019_TBMTW-18_bin.13.purify_k141_375128_414-3756
2737,2020_DQZB-w8_bin.104.purify_k141_443572_2,candidate,2020_DQZB-w8_bin.104.purify_k141_443572,2020_DQZB-w8_bin.104.purify_k141_443572_2-1883
2737,2020_YZYC-20W-1-20m-1_bin.104.purify_k141_730454_3,candidate,2020_YZYC-20W-1-20m-1_bin.104.purify_k141_730454,2020_YZYC-20W-1-20m-1_bin.104.purify_k141_730454_2073-5430
2737,2020_YZYC-20W-1-25m-1_bin.154.purify_k141_298174_2,candidate,2020_YZYC-20W-1-25m-1_bin.154.purify_k141_298174,2020_YZYC-20W-1-25m-1_bin.154.purify_k141_298174_511-3868
2737,2020_YZYC-20W-1-30m-1_bin.54.purify_k141_147384_2,candidate,2020_YZYC-20W-1-30m-1_bin.54.purify_k141_147384,2020_YZYC-20W-1-30m-1_bin.54.purify_k141_147384_457-3814
2737,2021-BQZBHK-W6_bin.142.purify_k127_1691753_2,known_defense,2021-BQZBHK-W6_bin.142.purify_k127_1691753,2021-BQZBHK-W6_bin.142.purify_k127_1691753_3-2774
2737,2021-CNXB-W2_bin.56.purify_k127_2887214_2,candidate,2021-CNXB-W2_bin.56.purify_k127_2887214,2021-CNXB-W2_bin.56.purify_k127_2887214_393-2262
2737,2021-QHH-W11_bin.65.purify_k141_890186_1,candidate,2021-QHH-W11_bin.65.purify_k141_890186,2021-QHH-W11_bin.65.purify_k141_890186_3-1450
2737,2021-QHH-W2_bin.50.purify_k141_204143_11,candidate,2021-QHH-W2_bin.50.purify_k141_204143,2021-QHH-W2_bin.50.purify_k141_204143_10751-12747
2737,2021-QHH-W3_bin.61.purify_k141_658378_10,candidate,2021-QHH-W3_bin.61.purify_k141_658378,2021-QHH-W3_bin.61.purify_k141_658378_9267-11263
2737,2021-QHH-W4_bin.43.purify_k141_327222_10,candidate,2021-QHH-W4_bin.43.purify_k141_327222,2021-QHH-W4_bin.43.purify_k141_327222_10386-12382
2737,2021-QHH-W5_bin.45.purify_k141_488394_10,candidate,2021-QHH-W5_bin.45.purify_k141_488394,2021-QHH-W5_bin.45.purify_k141_488394_10347-12343
2738,2021-CBL-W3_bin.137.purify_k127_1015138_1,candidate,2021-CBL-W3_bin.137.purify_k127_1015138,2021-CBL-W3_bin.137.purify_k127_1015138_2-1896
2739,2020_SLC-w-6_bin.72.purify_k141_159141_5,known_defense,2020_SLC-w-6_bin.72.purify_k141_159141,2020_SLC-w-6_bin.72.purify_k141_159141_3419-3791
2739,2021-SD-W73_bin.179.purify_k127_2820612_2,candidate,2021-SD-W73_bin.179.purify_k127_2820612,2021-SD-W73_bin.179.purify_k127_2820612_2-1845
2740,2021-YBJ-W3_bin.201.purify_k127_2142937_30,known_defense,2021-YBJ-W3_bin.201.purify_k127_2142937,2021-YBJ-W3_bin.201.purify_k127_2142937_41802-46873
2741,2021-YBJ-W3_bin.215.purify_k127_458684_94,candidate,2021-YBJ-W3_bin.215.purify_k127_458684,2021-YBJ-W3_bin.215.purify_k127_458684_88815-97845
2742,2019_TBLSH-01_bin.13.purify_k141_377182_2,candidate,2019_TBLSH-01_bin.13.purify_k141_377182,2019_TBLSH-01_bin.13.purify_k141_377182_1548-4695
2742,2020_CRC-20W-1-10m-1_bin.84.purify_k141_1455282_5,known_defense,2020_CRC-20W-1-10m-1_bin.84.purify_k141_1455282,2020_CRC-20W-1-10m-1_bin.84.purify_k141_1455282_3609-6756
2742,2020_DTH4-W1_bin.139.purify_k141_295535_5,candidate,2020_DTH4-W1_bin.139.purify_k141_295535,2020_DTH4-W1_bin.139.purify_k141_295535_3738-6885
2742,2020_DTH5-W1_bin.58.purify_k141_1443677_5,candidate,2020_DTH5-W1_bin.58.purify_k141_1443677,2020_DTH5-W1_bin.58.purify_k141_1443677_4941-8088
2742,2020_DTH-6-1-W1_bin.3.purify_k141_1113097_3,known_defense,2020_DTH-6-1-W1_bin.3.purify_k141_1113097,2020_DTH-6-1-W1_bin.3.purify_k141_1113097_2665-5812
2742,2021-DTH-W6_bin.137.purify_k141_816895_6,candidate,2021-DTH-W6_bin.137.purify_k141_816895,2021-DTH-W6_bin.137.purify_k141_816895_7988-11135
2743,2020_BGBMC-20W-2-1_bin.171.purify_k141_477092_5,known_defense,2020_BGBMC-20W-2-1_bin.171.purify_k141_477092,2020_BGBMC-20W-2-1_bin.171.purify_k141_477092_2975-6565
2743,2020_CC-20W-1-0m-1_bin.8.purify_k141_1021303_1,known_defense,2020_CC-20W-1-0m-1_bin.8.purify_k141_1021303,2020_CC-20W-1-0m-1_bin.8.purify_k141_1021303_57-2326
2743,2020_CE-D-W-1_bin.73.purify_k141_636183_3,candidate,2020_CE-D-W-1_bin.73.purify_k141_636183,2020_CE-D-W-1_bin.73.purify_k141_636183_535-4177
2743,2020_JSW-W1_bin.95.purify_k141_1826051_6,candidate,2020_JSW-W1_bin.95.purify_k141_1826051,2020_JSW-W1_bin.95.purify_k141_1826051_5271-7526
2743,2021-CE-W3_bin.118.purify_k127_1035616_4,candidate,2021-CE-W3_bin.118.purify_k127_1035616,2021-CE-W3_bin.118.purify_k127_1035616_718-2993
2744,2020_CBL-w2_bin.44.purify_k141_168372_2,candidate,2020_CBL-w2_bin.44.purify_k141_168372,2020_CBL-w2_bin.44.purify_k141_168372_1-2309
2744,2020_CN-B-W-2_bin.135.purify_k141_702119_1,candidate,2020_CN-B-W-2_bin.135.purify_k141_702119,2020_CN-B-W-2_bin.135.purify_k141_702119_61-4404
2744,2020_GMZ12-W1_bin.97.purify_k141_1956781_3,candidate,2020_GMZ12-W1_bin.97.purify_k141_1956781,2020_GMZ12-W1_bin.97.purify_k141_1956781_154-2110
2744,2021-BC-W0_bin.46.purify_k141_1148799_7,known_defense,2021-BC-W0_bin.46.purify_k141_1148799,2021-BC-W0_bin.46.purify_k141_1148799_5308-7390
2744,2021-BQZB-W3_bin.39.purify_k127_2188598_2,candidate,2021-BQZB-W3_bin.39.purify_k127_2188598,2021-BQZB-W3_bin.39.purify_k127_2188598_1-1004
2744,2021-DTH-W5_bin.14.purify_k127_1353580_1,candidate,2021-DTH-W5_bin.14.purify_k127_1353580,2021-DTH-W5_bin.14.purify_k127_1353580_3-996
2744,2021-TLHSD-W1_bin.9.purify_k127_2964302_1,candidate,2021-TLHSD-W1_bin.9.purify_k127_2964302,2021-TLHSD-W1_bin.9.purify_k127_2964302_1-3547
2744,HS-29-2_bin.20.purify_k141_38736_1,candidate,HS-29-2_bin.20.purify_k141_38736,HS-29-2_bin.20.purify_k141_38736_3-1903
2745,2020_EH-W1_bin.120.purify_k141_229575_2,candidate,2020_EH-W1_bin.120.purify_k141_229575,2020_EH-W1_bin.120.purify_k141_229575_17-5696
2746,2020_JC-20W-1-15m-1_bin.145.purify_k141_770556_3,known_defense,2020_JC-20W-1-15m-1_bin.145.purify_k141_770556,2020_JC-20W-1-15m-1_bin.145.purify_k141_770556_1845-6797
2747,2020_LU-w6_bin.123.purify_k141_789706_8,known_defense,2020_LU-w6_bin.123.purify_k141_789706,2020_LU-w6_bin.123.purify_k141_789706_3191-9549
2748,2020_LU-w9_bin.201.purify_k141_3242282_2,known_defense,2020_LU-w9_bin.201.purify_k141_3242282,2020_LU-w9_bin.201.purify_k141_3242282_1153-3318
2749,2020_YZYC-20W-1-15m-1_bin.143.purify_k141_537123_96,candidate,2020_YZYC-20W-1-15m-1_bin.143.purify_k141_537123,2020_YZYC-20W-1-15m-1_bin.143.purify_k141_537123_117432-124860
2749,2020_YZYC-20W-1-20m-1_bin.53.purify_k141_267378_96,candidate,2020_YZYC-20W-1-20m-1_bin.53.purify_k141_267378,2020_YZYC-20W-1-20m-1_bin.53.purify_k141_267378_117405-124833
2750,2020_YZYC-20W-1-15m-1_bin.96.purify_k141_613824_2,candidate,2020_YZYC-20W-1-15m-1_bin.96.purify_k141_613824,2020_YZYC-20W-1-15m-1_bin.96.purify_k141_613824_1-2022
2751,2019_bqzb-4_bin.77.purify_k141_431152_41,candidate,2019_bqzb-4_bin.77.purify_k141_431152,2019_bqzb-4_bin.77.purify_k141_431152_47047-51305
2751,2020_CRC-20W-1-5m-1_bin.7.purify_k141_349314_17,candidate,2020_CRC-20W-1-5m-1_bin.7.purify_k141_349314,2020_CRC-20W-1-5m-1_bin.7.purify_k141_349314_8749-12274
2751,2021-BC-W20_bin.47.purify_k141_329816_3,known_defense,2021-BC-W20_bin.47.purify_k141_329816,2021-BC-W20_bin.47.purify_k141_329816_147-2719
2751,2021-BQZBHK-W6_bin.182.purify_k127_892353_2,known_defense,2021-BQZBHK-W6_bin.182.purify_k127_892353,2021-BQZBHK-W6_bin.182.purify_k127_892353_3-2251
2751,2021-DTH-W4_bin.46.purify_k127_4169704_7,known_defense,2021-DTH-W4_bin.46.purify_k127_4169704,2021-DTH-W4_bin.46.purify_k127_4169704_8588-20357
2751,2021-QHH-W10_bin.52.purify_k141_938556_4,candidate,2021-QHH-W10_bin.52.purify_k141_938556,2021-QHH-W10_bin.52.purify_k141_938556_1293-6217
2751,2021-YMQ1-W1_bin.3.purify_k141_1986681_4,candidate,2021-YMQ1-W1_bin.3.purify_k141_1986681,2021-YMQ1-W1_bin.3.purify_k141_1986681_3-7068
2751,2021-YMQ3-W1_bin.92.purify_k141_1165379_4,candidate,2021-YMQ3-W1_bin.92.purify_k141_1165379,2021-YMQ3-W1_bin.92.purify_k141_1165379_1087-6011
2752,2020_TLSD-W1_bin.26.purify_k141_1857030_7,known_defense,2020_TLSD-W1_bin.26.purify_k141_1857030,2020_TLSD-W1_bin.26.purify_k141_1857030_3878-6027
2752,2021-LU-W1_bin.67.purify_k127_3024583_2,candidate,2021-LU-W1_bin.67.purify_k127_3024583,2021-LU-W1_bin.67.purify_k127_3024583_1-1740
2753,2021-SLH-W4_bin.22.purify_k127_2564884_1,known_defense,2021-SLH-W4_bin.22.purify_k127_2564884,2021-SLH-W4_bin.22.purify_k127_2564884_3-2219
2754,2020_BGBMC-20W-2-1_bin.173.purify_k141_731362_2,candidate,2020_BGBMC-20W-2-1_bin.173.purify_k141_731362,2020_BGBMC-20W-2-1_bin.173.purify_k141_731362_1016-1980
2754,HS-38-2_bin.25.purify_k141_34983_4,known_defense,HS-38-2_bin.25.purify_k141_34983,HS-38-2_bin.25.purify_k141_34983_544-13537
2755,2020_BGBMC-20W-1-10m-1_bin.30.purify_k141_83901_70,known_defense,2020_BGBMC-20W-1-10m-1_bin.30.purify_k141_83901,2020_BGBMC-20W-1-10m-1_bin.30.purify_k141_83901_61804-71515
2755,2021-BQZBHK-W2_bin.83.purify_k127_1198903_65,known_defense,2021-BQZBHK-W2_bin.83.purify_k127_1198903,2021-BQZBHK-W2_bin.83.purify_k127_1198903_58859-68570
2755,2021-BQZBHK-W4_bin.115.purify_k127_557369_23,known_defense,2021-BQZBHK-W4_bin.115.purify_k127_557369,2021-BQZBHK-W4_bin.115.purify_k127_557369_12634-22345
2755,2021-BQZBHK-W6_bin.198.purify_k127_700082_51,known_defense,2021-BQZBHK-W6_bin.198.purify_k127_700082,2021-BQZBHK-W6_bin.198.purify_k127_700082_49463-59174
2756,2020_JNYC-20W-1-80m-1_bin.27.purify_k141_972375_4,known_defense,2020_JNYC-20W-1-80m-1_bin.27.purify_k141_972375,2020_JNYC-20W-1-80m-1_bin.27.purify_k141_972375_308-6070
2756,2020_LU-w8_bin.1.purify_k141_670163_2,known_defense,2020_LU-w8_bin.1.purify_k141_670163,2020_LU-w8_bin.1.purify_k141_670163_1359-6938
2757,2020_LU-w9_bin.1.purify_k141_1789412_7,known_defense,2020_LU-w9_bin.1.purify_k141_1789412,2020_LU-w9_bin.1.purify_k141_1789412_3205-5904
2757,2021-LU-W9_bin.31.purify_k127_589097_1,candidate,2021-LU-W9_bin.31.purify_k127_589097,2021-LU-W9_bin.31.purify_k127_589097_59-2758
2758,2020_NMC-W-7-1_bin.110.purify_k141_317228_2,candidate,2020_NMC-W-7-1_bin.110.purify_k141_317228,2020_NMC-W-7-1_bin.110.purify_k141_317228_3-1843
2759,2020_QHH7-W1_bin.3.purify_k141_814658_20,candidate,2020_QHH7-W1_bin.3.purify_k141_814658,2020_QHH7-W1_bin.3.purify_k141_814658_21839-24920
2760,HS-14-3_bin.8.purify_k141_131271_2,known_defense,HS-14-3_bin.8.purify_k141_131271,HS-14-3_bin.8.purify_k141_131271_1-2072
2761,2020_CBL-w5_bin.114.purify_k141_395389_53,known_defense,2020_CBL-w5_bin.114.purify_k141_395389,2020_CBL-w5_bin.114.purify_k141_395389_58842-61557
2761,2020_CE-D-W-1_bin.30.purify_k141_130726_4,known_defense,2020_CE-D-W-1_bin.30.purify_k141_130726,2020_CE-D-W-1_bin.30.purify_k141_130726_1154-3187
2761,2020_GHH17-W1_bin.8.purify_k141_973871_6,known_defense,2020_GHH17-W1_bin.8.purify_k141_973871,2020_GHH17-W1_bin.8.purify_k141_973871_4775-14693
2761,2021-SLCB-W3_bin.26.purify_k127_918974_5,known_defense,2021-SLCB-W3_bin.26.purify_k127_918974,2021-SLCB-W3_bin.26.purify_k127_918974_286-4221
2761,2021-SLHSD-W1_bin.137.purify_k141_626844_4,candidate,2021-SLHSD-W1_bin.137.purify_k141_626844,2021-SLHSD-W1_bin.137.purify_k141_626844_1245-5399
2762,2020_CC-20W-1-0m-1_bin.40.purify_k141_1267034_1,candidate,2020_CC-20W-1-0m-1_bin.40.purify_k141_1267034,2020_CC-20W-1-0m-1_bin.40.purify_k141_1267034_3-1887
2762,2021-DTH-W4_bin.109.purify_k127_2117984_1,candidate,2021-DTH-W4_bin.109.purify_k127_2117984,2021-DTH-W4_bin.109.purify_k127_2117984_3-1179
2762,2021-YBJ-W2_bin.100.purify_k127_1277037_1,candidate,2021-YBJ-W2_bin.100.purify_k127_1277037,2021-YBJ-W2_bin.100.purify_k127_1277037_243-2500
2762,2021-ZJZBSD-W51_bin.37.purify_k127_539447_3,candidate,2021-ZJZBSD-W51_bin.37.purify_k127_539447,2021-ZJZBSD-W51_bin.37.purify_k127_539447_313-1666
2762,2021-ZJZB-W6_bin.38.purify_k127_515129_11,candidate,2021-ZJZB-W6_bin.38.purify_k127_515129,2021-ZJZB-W6_bin.38.purify_k127_515129_8127-9652
2763,2020_QHH7-W1_bin.5.purify_k141_1202619_10,candidate,2020_QHH7-W1_bin.5.purify_k141_1202619,2020_QHH7-W1_bin.5.purify_k141_1202619_8453-9677
2763,2020_SLC-w-7_bin.92.purify_k141_330973_1,known_defense,2020_SLC-w-7_bin.92.purify_k141_330973,2020_SLC-w-7_bin.92.purify_k141_330973_1-1547
2763,BYBC-W1_bin.229.purify_k141_3122413_4,known_defense,BYBC-W1_bin.229.purify_k141_3122413,BYBC-W1_bin.229.purify_k141_3122413_1175-3848
2764,HS-34-2_bin.19.purify_k141_16532_3,known_defense,HS-34-2_bin.19.purify_k141_16532,HS-34-2_bin.19.purify_k141_16532_1186-3924
2765,2019_TBLU-10_bin.39.purify_k141_248808_9,candidate,2019_TBLU-10_bin.39.purify_k141_248808,2019_TBLU-10_bin.39.purify_k141_248808_7989-10144
2766,2020_BGBMC-20W-2-1_bin.45.purify_k141_1115640_5,known_defense,2020_BGBMC-20W-2-1_bin.45.purify_k141_1115640,2020_BGBMC-20W-2-1_bin.45.purify_k141_1115640_1154-4990
2767,2020_CBL-w2_bin.15.purify_k141_1959110_2,candidate,2020_CBL-w2_bin.15.purify_k141_1959110,2020_CBL-w2_bin.15.purify_k141_1959110_250-4928
2768,2020_CE-B-W-1_bin.11.purify_k141_150912_3,known_defense,2020_CE-B-W-1_bin.11.purify_k141_150912,2020_CE-B-W-1_bin.11.purify_k141_150912_180-2255
2768,2021-BQZBHK-W7_bin.39.purify_k127_123076_5,candidate,2021-BQZBHK-W7_bin.39.purify_k127_123076,2021-BQZBHK-W7_bin.39.purify_k127_123076_1381-3456
2769,2020_CE-D-W-1_bin.97.purify_k141_687181_11,known_defense,2020_CE-D-W-1_bin.97.purify_k141_687181,2020_CE-D-W-1_bin.97.purify_k141_687181_10242-16416
2770,2020_DQZB-w3_bin.146.purify_k141_908641_3,candidate,2020_DQZB-w3_bin.146.purify_k141_908641,2020_DQZB-w3_bin.146.purify_k141_908641_929-4358
2771,2020_KMC-20W-1-10m-1_bin.37.purify_k141_365545_9,candidate,2020_KMC-20W-1-10m-1_bin.37.purify_k141_365545,2020_KMC-20W-1-10m-1_bin.37.purify_k141_365545_7473-11248
2772,2020_LU-w5_bin.65.purify_k141_2390120_9,known_defense,2020_LU-w5_bin.65.purify_k141_2390120,2020_LU-w5_bin.65.purify_k141_2390120_9066-11433
2773,2020_NMC-W-8-0m-1_bin.127.purify_k141_810919_3,known_defense,2020_NMC-W-8-0m-1_bin.127.purify_k141_810919,2020_NMC-W-8-0m-1_bin.127.purify_k141_810919_260-3606
2773,2020_NMC-W-8-25m-1_bin.36.purify_k141_366391_3,candidate,2020_NMC-W-8-25m-1_bin.36.purify_k141_366391,2020_NMC-W-8-25m-1_bin.36.purify_k141_366391_260-3606
2773,2021-YMQ2-W1_bin.69.purify_k141_20634_3,known_defense,2021-YMQ2-W1_bin.69.purify_k141_20634,2021-YMQ2-W1_bin.69.purify_k141_20634_1657-5003
2774,2020_NMC-W-8-0m-1_bin.158.purify_k141_354017_32,known_defense,2020_NMC-W-8-0m-1_bin.158.purify_k141_354017,2020_NMC-W-8-0m-1_bin.158.purify_k141_354017_28513-33344
2775,2020_NRPC-20W-3-1_bin.108.purify_k141_323784_2,known_defense,2020_NRPC-20W-3-1_bin.108.purify_k141_323784,2020_NRPC-20W-3-1_bin.108.purify_k141_323784_164-2960
2776,2020_NRPC-20W-3-1_bin.83.purify_k141_340043_1,candidate,2020_NRPC-20W-3-1_bin.83.purify_k141_340043,2020_NRPC-20W-3-1_bin.83.purify_k141_340043_1-2733
2777,2020_QHH5-W1_bin.101.purify_k141_139789_2,known_defense,2020_QHH5-W1_bin.101.purify_k141_139789,2020_QHH5-W1_bin.101.purify_k141_139789_231-4774
2778,2020_TMRSD2-W1_bin.132.purify_k141_187271_1,candidate,2020_TMRSD2-W1_bin.132.purify_k141_187271,2020_TMRSD2-W1_bin.132.purify_k141_187271_1-1738
2779,2020_ZJZBSD-01-2_bin.27.purify_k141_112463_9,known_defense,2020_ZJZBSD-01-2_bin.27.purify_k141_112463,2020_ZJZBSD-01-2_bin.27.purify_k141_112463_9996-14082
2780,2021-BQZBSD-W1+_bin.11.purify_k127_2532967_2,candidate,2021-BQZBSD-W1+_bin.11.purify_k127_2532967,2021-BQZBSD-W1+_bin.11.purify_k127_2532967_186-3090
2781,2020_ZJZBSD-01-3_bin.50.purify_k141_1551746_3,candidate,2020_ZJZBSD-01-3_bin.50.purify_k141_1551746,2020_ZJZBSD-01-3_bin.50.purify_k141_1551746_1365-4143
2781,2021-CE-W2_bin.69.purify_k127_870254_30,candidate,2021-CE-W2_bin.69.purify_k127_870254,2021-CE-W2_bin.69.purify_k127_870254_40157-43002
2781,2021-CE-W3_bin.113.purify_k127_257728_30,known_defense,2021-CE-W3_bin.113.purify_k127_257728,2021-CE-W3_bin.113.purify_k127_257728_39611-42456
2782,2021-CE-W4_bin.19.purify_k127_1823464_2,known_defense,2021-CE-W4_bin.19.purify_k127_1823464,2021-CE-W4_bin.19.purify_k127_1823464_1-2213
2783,2020_CE-D-W-1_bin.136.purify_k141_1036721_30,candidate,2020_CE-D-W-1_bin.136.purify_k141_1036721,2020_CE-D-W-1_bin.136.purify_k141_1036721_36321-38839
2783,2020_CE-N-W-1_bin.98.purify_k141_92469_30,candidate,2020_CE-N-W-1_bin.98.purify_k141_92469,2020_CE-N-W-1_bin.98.purify_k141_92469_36283-38801
2783,2020_JC-20W-1-23m-1_bin.290.purify_k141_599886_18,candidate,2020_JC-20W-1-23m-1_bin.290.purify_k141_599886,2020_JC-20W-1-23m-1_bin.290.purify_k141_599886_19614-22397
2783,2021-QHH-W7_bin.117.purify_k141_232103_4,candidate,2021-QHH-W7_bin.117.purify_k141_232103,2021-QHH-W7_bin.117.purify_k141_232103_1456-5808
2783,2021-YMQ2-W1_bin.111.purify_k141_520219_4,candidate,2021-YMQ2-W1_bin.111.purify_k141_520219,2021-YMQ2-W1_bin.111.purify_k141_520219_1456-5808
2784,2020_CBL-w5_bin.226.purify_k141_1166814_17,candidate,2020_CBL-w5_bin.226.purify_k141_1166814,2020_CBL-w5_bin.226.purify_k141_1166814_20349-23499
2784,2021-YBJ-W1_bin.37.purify_k127_1170468_6,candidate,2021-YBJ-W1_bin.37.purify_k127_1170468,2021-YBJ-W1_bin.37.purify_k127_1170468_4558-6791
2784,2021-YBJ-W3_bin.201.purify_k127_1353223_3,candidate,2021-YBJ-W3_bin.201.purify_k127_1353223,2021-YBJ-W3_bin.201.purify_k127_1353223_1797-4061
2785,2021-YMQ3-W1_bin.111.purify_k141_307022_13,candidate,2021-YMQ3-W1_bin.111.purify_k141_307022,2021-YMQ3-W1_bin.111.purify_k141_307022_14120-17046
2786,2020_CBL-w3_bin.191.purify_k141_3579878_3,candidate,2020_CBL-w3_bin.191.purify_k141_3579878,2020_CBL-w3_bin.191.purify_k141_3579878_337-2852
2786,2020_HHSD3-W1_bin.89.purify_k141_985306_9,candidate,2020_HHSD3-W1_bin.89.purify_k141_985306,2020_HHSD3-W1_bin.89.purify_k141_985306_5518-6116
2787,2020_CC-20W-1-15m-1_bin.12.purify_k141_256713_5,candidate,2020_CC-20W-1-15m-1_bin.12.purify_k141_256713,2020_CC-20W-1-15m-1_bin.12.purify_k141_256713_2070-4281
2787,2020_HMH-W1_bin.89.purify_k141_54910_3,candidate,2020_HMH-W1_bin.89.purify_k141_54910,2020_HMH-W1_bin.89.purify_k141_54910_1231-3442
2788,2020_CE-N-W-1_bin.94.purify_k141_872081_2,known_defense,2020_CE-N-W-1_bin.94.purify_k141_872081,2020_CE-N-W-1_bin.94.purify_k141_872081_3-2035
2789,2020_JC-20W-1-23m-1_bin.242.purify_k141_1781564_2,candidate,2020_JC-20W-1-23m-1_bin.242.purify_k141_1781564,2020_JC-20W-1-23m-1_bin.242.purify_k141_1781564_3-1835
2790,2019_TBCBL-02_bin.33.purify_k141_349928_41,candidate,2019_TBCBL-02_bin.33.purify_k141_349928,2019_TBCBL-02_bin.33.purify_k141_349928_31715-34033
2790,2020_LU-w6_bin.178.purify_k141_871386_98,candidate,2020_LU-w6_bin.178.purify_k141_871386,2020_LU-w6_bin.178.purify_k141_871386_101265-103590
2790,2020_NMC-W-4-1_bin.41.purify_k141_588106_3,candidate,2020_NMC-W-4-1_bin.41.purify_k141_588106,2020_NMC-W-4-1_bin.41.purify_k141_588106_2559-5240
2791,2020_NMC-W-7-1_bin.48.purify_k141_134460_2,candidate,2020_NMC-W-7-1_bin.48.purify_k141_134460,2020_NMC-W-7-1_bin.48.purify_k141_134460_417-3231
2792,2021-BQZBSD-W1+_bin.7.purify_k127_4409398_1,known_defense,2021-BQZBSD-W1+_bin.7.purify_k127_4409398,2021-BQZBSD-W1+_bin.7.purify_k127_4409398_3-2341
2793,2021-CBL-W2_bin.115.purify_k127_2538217_1,candidate,2021-CBL-W2_bin.115.purify_k127_2538217,2021-CBL-W2_bin.115.purify_k127_2538217_2-1803
2794,2021-CBL-W5_bin.49.purify_k127_3156859_1,candidate,2021-CBL-W5_bin.49.purify_k127_3156859,2021-CBL-W5_bin.49.purify_k127_3156859_2-2778
2795,2020_CESD-W-2_bin.94.purify_k141_308906_5,candidate,2020_CESD-W-2_bin.94.purify_k141_308906,2020_CESD-W-2_bin.94.purify_k141_308906_1617-4556
2795,2021-LU-W1_bin.82.purify_k127_2511577_2,known_defense,2021-LU-W1_bin.82.purify_k127_2511577,2021-LU-W1_bin.82.purify_k127_2511577_146-2391
2795,2021-SLHSD-W2_bin.153.purify_k141_2363599_13,candidate,2021-SLHSD-W2_bin.153.purify_k141_2363599,2021-SLHSD-W2_bin.153.purify_k141_2363599_13222-16085
2796,2021-LU-W9_bin.151.purify_k127_1748220_3,known_defense,2021-LU-W9_bin.151.purify_k127_1748220,2021-LU-W9_bin.151.purify_k127_1748220_216-1953
2796,2021-NRPC-LBM2_bin.21.purify_k141_310825_10,known_defense,2021-NRPC-LBM2_bin.21.purify_k141_310825,2021-NRPC-LBM2_bin.21.purify_k141_310825_5497-7941
2797,2021-ND-W4_bin.24.purify_k141_134974_33,known_defense,2021-ND-W4_bin.24.purify_k141_134974,2021-ND-W4_bin.24.purify_k141_134974_36656-39337
2797,2021-YBJ-W2_bin.100.purify_k127_2356559_4,known_defense,2021-YBJ-W2_bin.100.purify_k127_2356559,2021-YBJ-W2_bin.100.purify_k127_2356559_2409-4193
2798,2021-SLCB-W1_bin.14.purify_k127_1432857_8,candidate,2021-SLCB-W1_bin.14.purify_k127_1432857,2021-SLCB-W1_bin.14.purify_k127_1432857_4140-11473
2799,2019_bqzb-4_bin.33.purify_k141_343206_4,candidate,2019_bqzb-4_bin.33.purify_k141_343206,2019_bqzb-4_bin.33.purify_k141_343206_2860-8668
2799,2020_BMC-W-1-0m-1_bin.137.purify_k141_777545_14,known_defense,2020_BMC-W-1-0m-1_bin.137.purify_k141_777545,2020_BMC-W-1-0m-1_bin.137.purify_k141_777545_9657-11640
2799,2020_BMC-W-1-8m-1_bin.26.purify_k141_86593_14,known_defense,2020_BMC-W-1-8m-1_bin.26.purify_k141_86593,2020_BMC-W-1-8m-1_bin.26.purify_k141_86593_9440-11423
2799,2020_CN-B-W-2_bin.121.purify_k141_2185764_2,candidate,2020_CN-B-W-2_bin.121.purify_k141_2185764,2020_CN-B-W-2_bin.121.purify_k141_2185764_432-4184
2799,2020_CRC-20W-1-10m-1_bin.128.purify_k141_1650149_5,candidate,2020_CRC-20W-1-10m-1_bin.128.purify_k141_1650149,2020_CRC-20W-1-10m-1_bin.128.purify_k141_1650149_8278-11240
2799,2020_HHSD2-W1_bin.26.purify_k141_978761_6,known_defense,2020_HHSD2-W1_bin.26.purify_k141_978761,2020_HHSD2-W1_bin.26.purify_k141_978761_3818-7952
2799,2020_JSW-W1_bin.163.purify_k141_615121_12,candidate,2020_JSW-W1_bin.163.purify_k141_615121,2020_JSW-W1_bin.163.purify_k141_615121_8920-12023
2799,2020_LU-w7_bin.42.purify_k141_1658665_7,candidate,2020_LU-w7_bin.42.purify_k141_1658665,2020_LU-w7_bin.42.purify_k141_1658665_3378-4641
